CO2,PIR_TRIGGER,LABEL
1.351966200844978983e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.335716607084822816e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.325966850828729227e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.322716932076698215e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.332466688332791804e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.345466363340916405e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.332466688332791804e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.312967175820604349e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.319467013324666926e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.322716932076698215e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.335716607084822816e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.335716607084822816e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.342216444588885393e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.342216444588885393e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.348716282092947694e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.329216769580760515e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.319467013324666926e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.316217094572635637e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.319467013324666926e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.332466688332791804e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.332466688332791804e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.325966850828729227e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.325966850828729227e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.312967175820604349e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.306467338316542048e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.322716932076698215e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.322716932076698215e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.303217419564510759e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.299967500812479748e-01,1.199999999999999956e-01,4.000000000000000000e+00
1.800454988625284358e-01,6.400000000000000133e-01,2.000000000000000000e+00
2.424439389015274615e-01,5.999999999999999778e-01,2.000000000000000000e+00
3.103672408189795395e-01,4.799999999999999822e-01,4.000000000000000000e+00
3.132921676958075885e-01,4.799999999999999822e-01,4.000000000000000000e+00
3.090672733181670240e-01,8.800000000000000044e-01,2.000000000000000000e+00
2.921676958076048214e-01,5.600000000000000533e-01,2.000000000000000000e+00
2.866428339291517968e-01,7.199999999999999734e-01,2.000000000000000000e+00
2.609684757881052808e-01,6.800000000000000488e-01,2.000000000000000000e+00
2.781930451738706678e-01,7.199999999999999734e-01,2.000000000000000000e+00
3.022424439389015394e-01,4.400000000000000022e-01,4.000000000000000000e+00
2.976925576860578460e-01,4.000000000000000222e-01,4.000000000000000000e+00
3.269418264543386687e-01,2.000000000000000111e-01,4.000000000000000000e+00
3.461163470913227180e-01,2.399999999999999911e-01,4.000000000000000000e+00
3.929151771205720012e-01,5.200000000000000178e-01,4.000000000000000000e+00
4.387390315242118977e-01,5.200000000000000178e-01,4.000000000000000000e+00
4.491387715307117445e-01,4.400000000000000022e-01,4.000000000000000000e+00
4.432889177770555911e-01,4.000000000000000222e-01,4.000000000000000000e+00
4.465388365290867689e-01,2.399999999999999911e-01,4.000000000000000000e+00
4.523886902827429224e-01,0.000000000000000000e+00,3.000000000000000000e+00
4.559636009099772291e-01,0.000000000000000000e+00,3.000000000000000000e+00
4.634384140396490270e-01,1.199999999999999956e-01,3.000000000000000000e+00
4.699382515437113828e-01,2.399999999999999911e-01,4.000000000000000000e+00
4.816379590510237452e-01,8.000000000000000444e-01,2.000000000000000000e+00
4.783880402989925118e-01,7.199999999999999734e-01,2.000000000000000000e+00
4.731881702957426161e-01,3.200000000000000067e-01,4.000000000000000000e+00
4.965875853103672299e-01,2.000000000000000111e-01,4.000000000000000000e+00
5.251868703282417394e-01,8.000000000000000167e-02,3.000000000000000000e+00
5.388365290867728197e-01,8.000000000000000167e-02,3.000000000000000000e+00
5.810854728631784649e-01,8.000000000000000167e-02,3.000000000000000000e+00
5.966850828729282075e-01,4.000000000000000083e-02,3.000000000000000000e+00
6.213844653883653368e-01,0.000000000000000000e+00,3.000000000000000000e+00
6.340591485212869749e-01,0.000000000000000000e+00,3.000000000000000000e+00
6.467338316542086130e-01,0.000000000000000000e+00,3.000000000000000000e+00
6.694832629184270800e-01,0.000000000000000000e+00,3.000000000000000000e+00
6.867078323041924115e-01,0.000000000000000000e+00,3.000000000000000000e+00
7.026324341891452274e-01,1.199999999999999956e-01,3.000000000000000000e+00
7.393565160870978481e-01,4.400000000000000022e-01,1.000000000000000000e+00
7.166070848228793810e-01,0.000000000000000000e+00,3.000000000000000000e+00
7.023074423139421540e-01,0.000000000000000000e+00,3.000000000000000000e+00
6.844328891777705648e-01,1.199999999999999956e-01,3.000000000000000000e+00
6.665583360415989755e-01,0.000000000000000000e+00,3.000000000000000000e+00
6.623334416639583555e-01,0.000000000000000000e+00,3.000000000000000000e+00
6.538836529086773375e-01,4.000000000000000083e-02,3.000000000000000000e+00
6.295092622684432815e-01,7.199999999999999734e-01,1.000000000000000000e+00
6.477088072798180551e-01,4.400000000000000022e-01,1.000000000000000000e+00
6.763080922976925091e-01,8.000000000000000167e-02,3.000000000000000000e+00
6.873578160545986693e-01,8.000000000000000167e-02,3.000000000000000000e+00
7.026324341891452274e-01,0.000000000000000000e+00,3.000000000000000000e+00
7.140071498212544610e-01,8.000000000000000167e-02,3.000000000000000000e+00
7.270068248293792834e-01,1.199999999999999956e-01,3.000000000000000000e+00
7.253818654533636945e-01,8.000000000000000167e-02,3.000000000000000000e+00
7.400064998375041059e-01,2.800000000000000266e-01,1.000000000000000000e+00
7.439064023399415415e-01,2.800000000000000266e-01,1.000000000000000000e+00
7.627559311017224619e-01,8.000000000000000167e-02,3.000000000000000000e+00
7.699057523561910754e-01,5.200000000000000178e-01,1.000000000000000000e+00
6.171595710107247168e-01,5.200000000000000178e-01,1.000000000000000000e+00
5.947351316217094341e-01,2.000000000000000111e-01,1.000000000000000000e+00
5.573610659733506667e-01,1.199999999999999956e-01,3.000000000000000000e+00
6.054598635034124099e-01,2.800000000000000266e-01,1.000000000000000000e+00
6.613584660383490244e-01,5.999999999999999778e-01,1.000000000000000000e+00
6.282092947676307659e-01,7.199999999999999734e-01,1.000000000000000000e+00
5.950601234969126185e-01,5.600000000000000533e-01,1.000000000000000000e+00
5.437114072148195865e-01,2.000000000000000111e-01,4.000000000000000000e+00
4.533636659083523091e-01,3.200000000000000067e-01,4.000000000000000000e+00
3.730906727331816941e-01,2.000000000000000111e-01,4.000000000000000000e+00
2.538186545336366673e-01,6.400000000000000133e-01,2.000000000000000000e+00
2.505687357816054339e-01,2.800000000000000266e-01,4.000000000000000000e+00
2.502437439064023605e-01,0.000000000000000000e+00,3.000000000000000000e+00
2.466688332791680260e-01,0.000000000000000000e+00,3.000000000000000000e+00
2.349691257718556914e-01,8.000000000000000167e-02,4.000000000000000000e+00
2.265193370165745901e-01,0.000000000000000000e+00,3.000000000000000000e+00
2.226194345141371544e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.174195645108872310e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.099447513812154609e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.040948976275593074e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.995450113747156418e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.933701657458563594e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.865453363665908471e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.827429314267143057e-01,2.399999999999999911e-01,4.000000000000000000e+00
3.090672733181670240e-01,2.000000000000000111e-01,4.000000000000000000e+00
3.321416964575885644e-01,2.000000000000000111e-01,4.000000000000000000e+00
3.532661683457913315e-01,2.399999999999999911e-01,4.000000000000000000e+00
3.698407539811504607e-01,4.400000000000000022e-01,4.000000000000000000e+00
3.802404939876503076e-01,5.999999999999999778e-01,2.000000000000000000e+00
3.103672408189795395e-01,5.600000000000000533e-01,2.000000000000000000e+00
2.908677283067923058e-01,3.200000000000000067e-01,4.000000000000000000e+00
3.301917452063698466e-01,8.000000000000000167e-02,3.000000000000000000e+00
3.561910952226194360e-01,3.599999999999999867e-01,4.000000000000000000e+00
